Regional_District,Target_Type,Date,Data_Type,Completions_Value,PI_Lower_95,PI_Upper_95,Winning_Model,PI_Lower_80,PI_Upper_80,PI_Lower_50,PI_Upper_50,PI_Method
Metro Vancouver,Multi,2027-07-01,Forecast,2590.3,0.0,4774.7,Pooled Ridge v13,0.0,4170.1,1457.8,3053.7,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-08-01,Forecast,2658.7,0.0,4899.8,Pooled Ridge v13,0.0,4279.5,1496.8,3134.1,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-09-01,Forecast,2701.2,0.0,4997.6,Pooled Ridge v13,0.0,4362.0,1510.5,3188.4,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-10-01,Forecast,2707.9,0.0,5058.4,Pooled Ridge v13,0.0,4407.8,1489.3,3206.6,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-11-01,Forecast,2680.1,0.0,5083.5,Pooled Ridge v13,0.0,4418.2,1434.1,3190.0,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2027-12-01,Forecast,2632.7,0.0,5087.7,Pooled Ridge v13,0.0,4408.1,1359.8,3153.5,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-01-01,Forecast,2581.7,0.0,5053.1,Pooled Ridge v13,0.0,4369.0,1300.4,3106.0,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-02-01,Forecast,2540.6,0.0,5012.0,Pooled Ridge v13,0.0,4327.9,1259.3,3064.9,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-03-01,Forecast,2518.6,0.0,4990.0,Pooled Ridge v13,0.0,4305.9,1237.3,3042.9,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-04-01,Forecast,2520.3,0.0,4991.6,Pooled Ridge v13,0.0,4307.6,1239.0,3044.6,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-05-01,Forecast,2544.4,0.0,5015.8,Pooled Ridge v13,0.0,4331.7,1263.1,3068.7,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-06-01,Forecast,2584.5,0.0,5055.9,Pooled Ridge v13,0.0,4371.8,1303.2,3108.8,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-07-01,Forecast,2630.3,0.0,5101.6,Pooled Ridge v13,0.0,4417.5,1349.0,3154.5,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-08-01,Forecast,2670.4,0.0,5141.7,Pooled Ridge v13,0.0,4457.7,1389.1,3194.7,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-09-01,Forecast,2695.7,0.0,5167.0,Pooled Ridge v13,0.0,4482.9,1414.4,3220.0,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-10-01,Forecast,2701.4,0.0,5172.8,Pooled Ridge v13,0.0,4488.7,1420.1,3225.7,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-11-01,Forecast,2688.5,0.0,5159.9,Pooled Ridge v13,0.0,4475.8,1407.2,3212.8,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Multi,2028-12-01,Forecast,2662.7,0.0,5134.1,Pooled Ridge v13,0.0,4450.0,1381.4,3187.0,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2020-01-01,Historical,84.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-02-01,Historical,54.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-03-01,Historical,89.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-04-01,Historical,65.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-05-01,Historical,60.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-06-01,Historical,39.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-07-01,Historical,42.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-08-01,Historical,61.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-09-01,Historical,62.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-10-01,Historical,60.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-11-01,Historical,51.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2020-12-01,Historical,47.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-01-01,Historical,61.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-02-01,Historical,54.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-03-01,Historical,58.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-04-01,Historical,46.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-05-01,Historical,66.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-06-01,Historical,35.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-07-01,Historical,36.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-08-01,Historical,27.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-09-01,Historical,63.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-10-01,Historical,63.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-11-01,Historical,51.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2021-12-01,Historical,24.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-01-01,Historical,20.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-02-01,Historical,24.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-03-01,Historical,21.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-04-01,Historical,20.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-05-01,Historical,15.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-06-01,Historical,8.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-07-01,Historical,97.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-08-01,Historical,99.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-09-01,Historical,97.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-10-01,Historical,8.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-11-01,Historical,6.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2022-12-01,Historical,48.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-01-01,Historical,99.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-02-01,Historical,124.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-03-01,Historical,141.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-04-01,Historical,97.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-05-01,Historical,85.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-06-01,Historical,30.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-07-01,Historical,24.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-08-01,Historical,13.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-09-01,Historical,38.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-10-01,Historical,39.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-11-01,Historical,81.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2023-12-01,Historical,61.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-01-01,Historical,128.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-02-01,Historical,107.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-03-01,Historical,104.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-04-01,Historical,32.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-05-01,Historical,37.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-06-01,Historical,90.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-07-01,Historical,93.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-08-01,Historical,143.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-09-01,Historical,83.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-10-01,Historical,109.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-11-01,Historical,30.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2024-12-01,Historical,30.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-01-01,Historical,15.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-02-01,Historical,17.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-03-01,Historical,21.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-04-01,Historical,13.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-05-01,Historical,11.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-06-01,Historical,8.3,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-07-01,Historical,2.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-08-01,Historical,89.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-09-01,Historical,104.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-10-01,Historical,128.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-11-01,Historical,43.7,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2025-12-01,Historical,27.0,,,Pooled Ridge v13,,,,,
Nanaimo,Multi,2026-01-01,Forecast,18.1,0.0,41.3,Pooled Ridge v13,0.0,28.5,0.0,15.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-02-01,Forecast,33.0,0.0,56.3,Pooled Ridge v13,0.0,43.4,2.8,30.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-03-01,Forecast,43.1,0.0,66.4,Pooled Ridge v13,0.0,53.6,12.9,40.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-04-01,Forecast,49.1,0.0,138.1,Pooled Ridge v13,3.1,92.0,20.4,67.9,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-05-01,Forecast,53.0,0.0,142.0,Pooled Ridge v13,7.0,95.9,24.4,71.9,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-06-01,Forecast,56.9,0.0,145.9,Pooled Ridge v13,10.9,99.8,28.3,75.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-07-01,Forecast,63.0,0.0,132.4,Pooled Ridge v13,0.0,113.2,27.1,77.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-08-01,Forecast,69.3,0.0,138.7,Pooled Ridge v13,0.0,119.5,33.4,84.0,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-09-01,Forecast,66.6,0.0,135.9,Pooled Ridge v13,0.0,116.7,30.6,81.3,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-10-01,Forecast,60.4,0.0,129.7,Pooled Ridge v13,0.0,110.5,24.4,75.1,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-11-01,Forecast,52.1,0.0,121.4,Pooled Ridge v13,0.0,102.2,16.1,66.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2026-12-01,Forecast,51.4,0.0,120.8,Pooled Ridge v13,0.0,101.6,15.5,66.1,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-01-01,Forecast,52.9,0.0,134.0,Pooled Ridge v13,0.0,111.5,10.8,70.1,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-02-01,Forecast,55.6,0.0,139.8,Pooled Ridge v13,0.0,116.5,11.9,73.4,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-03-01,Forecast,57.6,0.0,144.7,Pooled Ridge v13,0.0,120.6,12.4,76.1,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-04-01,Forecast,59.3,0.0,149.3,Pooled Ridge v13,0.0,124.4,12.6,78.4,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-05-01,Forecast,61.1,0.0,153.9,Pooled Ridge v13,0.0,128.2,13.0,80.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-06-01,Forecast,63.2,0.0,158.7,Pooled Ridge v13,0.0,132.3,13.7,83.5,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-07-01,Forecast,65.5,0.0,163.6,Pooled Ridge v13,0.0,136.4,14.6,86.3,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-08-01,Forecast,67.4,0.0,168.0,Pooled Ridge v13,0.0,140.1,15.2,88.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-09-01,Forecast,68.3,0.0,171.4,Pooled Ridge v13,0.0,142.9,14.9,90.2,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-10-01,Forecast,68.8,0.0,174.4,Pooled Ridge v13,0.0,145.1,14.1,91.2,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-11-01,Forecast,69.0,0.0,176.9,Pooled Ridge v13,0.0,147.1,13.1,91.9,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2027-12-01,Forecast,69.4,0.0,179.6,Pooled Ridge v13,0.0,149.1,12.2,92.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-01-01,Forecast,69.5,0.0,180.5,Pooled Ridge v13,0.0,149.8,12.0,93.1,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-02-01,Forecast,69.7,0.0,180.6,Pooled Ridge v13,0.0,149.9,12.1,93.2,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-03-01,Forecast,69.9,0.0,180.9,Pooled Ridge v13,0.0,150.1,12.4,93.4,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-04-01,Forecast,70.6,0.0,181.5,Pooled Ridge v13,0.0,150.8,13.0,94.1,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-05-01,Forecast,71.7,0.0,182.7,Pooled Ridge v13,0.0,152.0,14.2,95.3,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-06-01,Forecast,73.3,0.0,184.3,Pooled Ridge v13,0.0,153.6,15.8,96.9,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-07-01,Forecast,75.1,0.0,186.1,Pooled Ridge v13,0.0,155.4,17.6,98.6,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-08-01,Forecast,76.8,0.0,187.8,Pooled Ridge v13,0.0,157.1,19.3,100.3,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-09-01,Forecast,78.2,0.0,189.1,Pooled Ridge v13,0.0,158.4,20.6,101.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-10-01,Forecast,79.1,0.0,190.0,Pooled Ridge v13,0.0,159.3,21.5,102.6,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-11-01,Forecast,79.5,0.0,190.5,Pooled Ridge v13,0.0,159.8,22.0,103.0,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Multi,2028-12-01,Forecast,79.6,0.0,190.5,Pooled Ridge v13,0.0,159.8,22.0,103.1,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2020-01-01,Historical,9.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-02-01,Historical,41.5,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-03-01,Historical,52.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-04-01,Historical,78.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-05-01,Historical,80.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-06-01,Historical,62.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-07-01,Historical,66.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-08-01,Historical,43.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-09-01,Historical,39.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-10-01,Historical,19.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-11-01,Historical,18.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2020-12-01,Historical,17.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-01-01,Historical,13.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-02-01,Historical,18.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-03-01,Historical,18.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-04-01,Historical,27.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-05-01,Historical,49.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-06-01,Historical,65.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-07-01,Historical,56.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-08-01,Historical,44.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-09-01,Historical,29.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-10-01,Historical,56.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-11-01,Historical,41.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2021-12-01,Historical,46.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-01-01,Historical,29.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-02-01,Historical,62.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-03-01,Historical,132.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-04-01,Historical,119.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-05-01,Historical,107.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-06-01,Historical,63.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-07-01,Historical,64.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-08-01,Historical,46.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-09-01,Historical,27.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-10-01,Historical,22.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-11-01,Historical,18.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2022-12-01,Historical,32.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-01-01,Historical,49.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-02-01,Historical,58.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-03-01,Historical,30.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-04-01,Historical,15.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-05-01,Historical,10.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-06-01,Historical,11.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-07-01,Historical,10.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-08-01,Historical,10.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-09-01,Historical,13.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-10-01,Historical,17.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-11-01,Historical,13.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2023-12-01,Historical,12.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-01-01,Historical,5.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-02-01,Historical,7.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-03-01,Historical,5.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-04-01,Historical,6.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-05-01,Historical,6.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-06-01,Historical,5.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-07-01,Historical,4.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-08-01,Historical,45.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-09-01,Historical,46.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-10-01,Historical,52.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-11-01,Historical,8.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2024-12-01,Historical,88.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-01-01,Historical,82.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-02-01,Historical,85.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-03-01,Historical,19.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-04-01,Historical,19.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-05-01,Historical,18.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-06-01,Historical,35.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-07-01,Historical,34.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-08-01,Historical,34.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-09-01,Historical,4.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-10-01,Historical,17.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-11-01,Historical,16.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2025-12-01,Historical,17.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Multi,2026-01-01,Forecast,21.3,0.0,45.1,Pooled Ridge v13,0.0,32.0,0.0,19.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-02-01,Forecast,18.3,0.0,42.1,Pooled Ridge v13,0.0,29.0,0.0,15.9,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-03-01,Forecast,15.7,0.0,39.5,Pooled Ridge v13,0.0,26.4,0.0,13.3,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-04-01,Forecast,14.3,0.0,105.3,Pooled Ridge v13,0.0,58.2,0.0,33.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-05-01,Forecast,13.1,0.0,104.2,Pooled Ridge v13,0.0,57.0,0.0,32.4,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-06-01,Forecast,11.8,0.0,102.8,Pooled Ridge v13,0.0,55.6,0.0,31.1,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-07-01,Forecast,11.2,0.0,82.2,Pooled Ridge v13,0.0,62.5,0.0,26.3,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-08-01,Forecast,11.2,0.0,82.1,Pooled Ridge v13,0.0,62.5,0.0,26.2,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-09-01,Forecast,11.5,0.0,82.4,Pooled Ridge v13,0.0,62.8,0.0,26.5,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-10-01,Forecast,12.5,0.0,83.5,Pooled Ridge v13,0.0,63.9,0.0,27.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-11-01,Forecast,12.0,0.0,83.0,Pooled Ridge v13,0.0,63.4,0.0,27.1,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2026-12-01,Forecast,11.3,0.0,82.3,Pooled Ridge v13,0.0,62.6,0.0,26.4,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-01-01,Forecast,10.6,0.0,93.6,Pooled Ridge v13,0.0,70.6,0.0,28.2,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-02-01,Forecast,9.7,0.0,95.9,Pooled Ridge v13,0.0,72.0,0.0,28.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-03-01,Forecast,9.2,0.0,98.3,Pooled Ridge v13,0.0,73.6,0.0,28.1,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-04-01,Forecast,8.9,0.0,101.0,Pooled Ridge v13,0.0,75.5,0.0,28.4,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-05-01,Forecast,8.8,0.0,103.7,Pooled Ridge v13,0.0,77.5,0.0,29.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-06-01,Forecast,8.9,0.0,106.5,Pooled Ridge v13,0.0,79.5,0.0,29.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-07-01,Forecast,9.0,0.0,109.4,Pooled Ridge v13,0.0,81.6,0.0,30.3,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-08-01,Forecast,9.1,0.0,112.1,Pooled Ridge v13,0.0,83.6,0.0,31.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-09-01,Forecast,9.2,0.0,114.7,Pooled Ridge v13,0.0,85.5,0.0,31.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-10-01,Forecast,9.1,0.0,117.1,Pooled Ridge v13,0.0,87.2,0.0,32.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-11-01,Forecast,8.8,0.0,119.2,Pooled Ridge v13,0.0,88.7,0.0,32.3,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2027-12-01,Forecast,8.5,0.0,121.3,Pooled Ridge v13,0.0,90.1,0.0,32.4,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2028-01-01,Forecast,8.1,0.0,121.7,Pooled Ridge v13,0.0,90.2,0.0,32.2,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2028-02-01,Forecast,7.8,0.0,121.4,Pooled Ridge v13,0.0,89.9,0.0,31.9,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2028-03-01,Forecast,7.6,0.0,121.1,Pooled Ridge v13,0.0,89.7,0.0,31.7,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2028-04-01,Forecast,7.5,0.0,121.0,Pooled Ridge v13,0.0,89.6,0.0,31.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2028-05-01,Forecast,7.5,0.0,121.0,Pooled Ridge v13,0.0,89.6,0.0,31.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2028-06-01,Forecast,7.5,0.0,121.0,Pooled Ridge v13,0.0,89.6,0.0,31.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Multi,2028-07-01,Forecast,7.6,0.0,121.1,Pooled Ridge v13,0.0,89.7,0.0,31.6,"Conformal (pooled, holdout-calibrated)"
